"ServiceId","ServiceGroup","RolloutID","BuildNumber","PreciseTimeStamp"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","c75bc6cd-4f14-42b7-a5a7-712f0951b0fb","20240724.1_uvsretrieval · master (pda) · master (uvs)","2024-07-24T13:42:45.655983Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","63d1ce08-ac66-425a-958c-e987a1d8ada2","1.0.02761.37","2024-07-24T13:51:39.964706Z"
"NOT_AVAILABLE","AICP","17b94dc8-1bab-4332-95fc-2dadc632ddc3","20240724.7_dev8_vision-batch · hayan∕temp∕cnetralus (pda) · dev (uvs)","2024-07-24T14:21:37.614861Z"
"NOT_AVAILABLE","AICP","dee3ecc4-b581-456e-bc34-5519272af2b4","20240724.7_dev8_vision-batch · hayan∕temp∕cnetralus (pda) · dev (uvs)","2024-07-24T14:22:17.373815Z"
"NOT_AVAILABLE","AICP","deef7f77-d880-4b66-a0ea-5b61ff687946","20240724.7_dev8_vision-batch · hayan∕temp∕cnetralus (pda) · dev (uvs)","2024-07-24T14:22:19.123862Z"
"NOT_AVAILABLE","AICP","274425b4-6fc2-4bde-b6e8-bbf14edcc590","20240724.7_dev8_vision-batch · hayan∕temp∕cnetralus (pda) · dev (uvs)","2024-07-24T14:22:20.104344Z"
"NOT_AVAILABLE","AICP","23377c9c-d74c-4be9-82eb-6eacf793792a","20240724.7_dev8_vision-batch · hayan∕temp∕cnetralus (pda) · dev (uvs)","2024-07-24T14:22:23.309001Z"
"aa5739a9-55b2-4d8f-9963-4b87f5789851","AICP","9cbe1b14-155b-48c5-bd73-9e3945435e2c","20240724.1","2024-07-24T14:28:28.234129Z"
"f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","AKS-Infra-Deployer-Auto-Release","5f3006a4-4204-47b7-8f49-cf46735ca26a","1.main.20240718.1","2024-07-24T13:04:45.101207Z"
"0eabe05e-6c54-405a-99cc-b87552263f35","AMD","d6d3c82a-e0d7-4dc4-9d75-1d7de6e582aa","1.303.0","2024-07-24T11:30:10.040007Z"
"0eabe05e-6c54-405a-99cc-b87552263f35","AMD","b7870331-9e23-439d-a499-4c8c8df51228","1.303.0","2024-07-24T11:32:08.483997Z"
"NOT_AVAILABLE","AMLPipeline","940ad687-0c73-468c-9743-450592a13eb8","1.0.02678.130","2024-07-24T13:01:37.178935Z"
"NOT_AVAILABLE","AMLPipeline","c62f9f00-5079-4946-9abb-170798dec810","1.0.02678.130","2024-07-24T13:18:24.786297Z"
